rows 236
columns 4

 weightage table 

	1.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	1.0
	0.0	0.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	0.0
	0.0	0.0	0.0
	0.0	1.0	0.0
	0.0	0.0	0.0
	1.0	0.0	1.0
	0.0	1.0	0.0
	2.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	0.0	1.0	1.0
	1.0	1.0	1.0
	0.0	1.0	1.0
	1.0	0.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	1.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	0.0	0.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	4.0	1.0	4.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	0.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	2.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	2.0
	1.0	1.0	1.0
	2.0	1.0	1.0
	0.0	0.0	0.0
	0.0	1.0	0.0
	1.0	1.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	1.0	1.0
	0.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	1.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	1.0	0.0
	1.0	1.0	1.0
	0.0	0.0	1.0
	0.0	0.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	1.0	1.0
	1.0	0.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	0.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	1.0	1.0
	0.0	0.0	0.0
	0.0	1.0	0.0
	0.0	0.0	0.0
	1.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	0.0	1.0
	0.0	1.0	1.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	0.0	0.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	0.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
	1.0	0.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	0.0	0.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	1.0	1.0
	1.0	0.0	1.0
	1.0	1.0	2.0
	0.0	1.0	0.0
	0.0	0.0	1.0
	0.0	0.0	0.0
	1.0	1.0	1.0
	1.0	4.0	4.0
	1.0	2.0	4.0
	0.0	1.0	1.0
	0.0	1.0	1.0
	0.0	0.0	0.0
	0.0	0.0	0.0
